emp_id,designation,start_date,end_date,salary
9055254830,F,1709071460,1710845959.0,399968
9055254830,F,1710845959,1712783818.0,399998
9055254830,F,1712783818,,399998
2984554854,F,1709222436,1710202308.0,399999
2984554854,F,1710202308,1712792023.0,400000
2984554854,F,1712792023,,400000
3236228992,F,1709237525,1711722620.0,399967
3236228992,F,1711722620,1712082396.0,399980
3236228992,F,1712082396,1712886758.0,399991
3236228992,F,1712886758,,399991
9160941120,D,1686037834,1696713154.0,392420
9160941120,D,1696713154,,392420
651976023,F,1708966418,1709559446.0,399994
651976023,F,1709559446,,399994
6931109672,F,1709226040,1710473614.0,399749
6931109672,F,1710473614,,399749
7680605986,F,1708438226,1710735031.0,398371
7680605986,F,1710735031,,398371
6727837063,F,1709251092,1709770959.0,399916
6727837063,F,1709770959,,399916
6579159683,F,1709251096,1709521089.0,399860
6579159683,F,1709521089,,399860
2405982913,F,1709247155,1709892912.0,399446
2405982913,F,1709892912,1712341962.0,399648
2405982913,F,1712341962,,399648
8286990704,F,1708675251,1711280150.0,396638
8286990704,F,1711280150,1711595674.0,397185
8286990704,F,1711595674,1713030926.0,397873
8286990704,F,1713030926,,397873
4291362193,F,1708727833,1710740436.0,399791
4291362193,F,1710740436,1712143275.0,399972
4291362193,F,1712143275,,399972
9623856554,F,1709247525,1710306862.0,390408
9623856554,F,1710306862,1711644495.0,397031
9623856554,F,1711644495,1712133142.0,399669
9623856554,F,1712133142,,399669
3989155927,F,1700159903,1702292530.0,399628
3989155927,F,1702292530,,399628
3717903494,D,1701817458,1707922353.0,394249
3717903494,D,1707922353,1709832289.0,395639
3717903494,F,1709832289,1709896965.0,399631
3717903494,F,1709896965,,399631
3368105384,E,1706475067,1707477900.0,397655
3368105384,F,1707477900,1710725412.0,399842
3368105384,F,1710725412,1711910665.0,399921
3368105384,F,1711910665,,399921
6040819948,F,1709056734,1712218985.0,367339
6040819948,F,1712218985,,367339
5269616968,D,1695357857,1703893015.0,345030
5269616968,E,1703893015,1710519638.0,382071
5269616968,E,1710519638,,382071
2217968608,F,1709251032,1712604274.0,400000
2217968608,F,1712604274,1712877321.0,400000
2217968608,F,1712877321,1713079833.0,400000
2217968608,F,1713079833,,400000
6619102777,F,1709153754,1712713394.0,399915
6619102777,F,1712713394,1712949071.0,399953
6619102777,F,1712949071,,399953
5509389110,F,1709064622,1711311210.0,399970
5509389110,F,1711311210,1711670595.0,399984
5509389110,F,1711670595,,399984
4952182341,F,1707352162,1712469224.0,387670
4952182341,F,1712469224,1712507754.0,390383
4952182341,F,1712507754,1712600175.0,398830
4952182341,F,1712600175,,398830
5568316074,F,1709106790,1710282404.0,399959
5568316074,F,1710282404,,399959
4690244875,F,1707269945,1711610134.0,399863
4690244875,F,1711610134,,399863
3586813442,F,1709251198,1709418571.0,399972
3586813442,F,1709418571,1711141365.0,399973
3586813442,F,1711141365,1711632024.0,399994
3586813442,F,1711632024,,399994
706688810,F,1709248892,1709440230.0,398007
706688810,F,1709440230,1712074881.0,399049
706688810,F,1712074881,,399049
8681521572,F,1707970487,1708579812.0,339032
8681521572,F,1708579812,,339032
947362517,F,1703658860,1706730065.0,380388
947362517,F,1706730065,1709107655.0,387538
947362517,F,1709107655,1711068068.0,398747
947362517,F,1711068068,,398747
1356141858,E,1707915067,1711593505.0,399703
1356141858,E,1711593505,1712994794.0,399720
1356141858,E,1712994794,,399720
3160101780,F,1709242019,1709892820.0,392482
3160101780,F,1709892820,,392482
4530872653,F,1690362540,1690857403.0,397041
4530872653,F,1690857403,1699169134.0,398766
4530872653,F,1699169134,,398766
7331873479,F,1709249237,1709822902.0,399961
7331873479,F,1709822902,1712003834.0,399993
7331873479,F,1712003834,1712240987.0,399998
7331873479,F,1712240987,,399998
8014621935,F,1707230888,1707968368.0,389065
8014621935,F,1707968368,1710452408.0,397876
8014621935,F,1710452408,1711397113.0,399783
8014621935,F,1711397113,,399783
5033623298,F,1709214977,1712298861.0,400000
5033623298,F,1712298861,1712528705.0,400000
5033623298,F,1712528705,1712957491.0,400000
5033623298,F,1712957491,,400000
8022137890,F,1708648610,1712509143.0,398365
8022137890,F,1712509143,1713053036.0,398749
8022137890,F,1713053036,1713092203.0,399435
8022137890,F,1713092203,,399435
5468748102,F,1709081704,1709628378.0,399993
5468748102,F,1709628378,1711334726.0,399993
5468748102,F,1711334726,1712672414.0,399995
5468748102,F,1712672414,,399995
8328042768,F,1709247453,1710478429.0,399915
8328042768,F,1710478429,,399915
1879084428,F,1707887974,1708045772.0,393745
3395051769,F,1709251161,1713129034.0,399502
3395051769,F,1713129034,1713129843.0,399624
3395051769,F,1713129843,,399624
8780703098,F,1709246852,1710845477.0,399997
8780703098,F,1710845477,,399997
8523798777,F,1709182258,1712198976.0,399996
8523798777,F,1712198976,1712399499.0,399999
8523798777,F,1712399499,,399999
340795577,F,1709188063,1709378212.0,399680
340795577,F,1709378212,,399680
2739840182,F,1678337342,1710867076.0,389221
2739840182,F,1710867076,1713006908.0,392470
2739840182,F,1713006908,1713090120.0,398693
2739840182,F,1713090120,,398693
4257377124,F,1709239936,1712868501.0,395889
4257377124,F,1712868501,,395889
3286077338,E,1709245874,1712421976.0,398641
3286077338,E,1712421976,,398641
958054928,E,1708912321,1710814612.0,399964
958054928,F,1710814612,1711163002.0,399970
958054928,F,1711163002,1711627313.0,400000
958054928,F,1711627313,,400000
3628347399,F,1709245924,1711981465.0,399456
3628347399,F,1711981465,,399456
3142207832,F,1708945116,1712512163.0,380031
3142207832,F,1712512163,1712934746.0,385101
3142207832,F,1712934746,1713047669.0,389217
3142207832,F,1713047669,,389217
9565003571,D,1698413910,1712351680.0,135581
9565003571,D,1712351680,1712744233.0,165922
9565003571,D,1712744233,,165922
4212514506,F,1709247094,1711071830.0,399922
4212514506,F,1711071830,1711451432.0,399955
4212514506,F,1711451432,,399955
418265795,F,1707970959,1712010580.0,398693
418265795,F,1712010580,1712676348.0,399332
418265795,F,1712676348,1713136349.0,399685
418265795,F,1713136349,,399685
9370541061,F,1709237151,1711466560.0,398470
9370541061,F,1711466560,1712929423.0,399845
9370541061,F,1712929423,1713047578.0,399967
9370541061,F,1713047578,,399967
3258053685,F,1709251116,1711037597.0,393035
3258053685,F,1711037597,,393035
8398460587,F,1709251079,1711013916.0,400000
8398460587,F,1711013916,1712165575.0,400000
8398460587,F,1712165575,1712477746.0,400000
8398460587,F,1712477746,,400000
4445088938,F,1709249992,1710689118.0,399997
4445088938,F,1710689118,1711524164.0,399998
4445088938,F,1711524164,,399998
7003824458,B,1706915480,1709086735.0,236455
7003824458,B,1709086735,,236455
399792744,F,1709131921,1711203549.0,360149
6718269003,F,1708923301,1709775381.0,399966
6718269003,F,1709775381,1711398926.0,399967
6718269003,F,1711398926,1711927033.0,399982
6718269003,F,1711927033,,399982
1833631347,F,1703389642,1707090414.0,396612
1833631347,F,1707090414,1711442151.0,399784
1833631347,F,1711442151,,399784
8404592655,F,1709095164,1711206288.0,397434
8404592655,F,1711206288,1712660746.0,398612
8404592655,F,1712660746,,398612
6354574136,F,1709248526,1712785455.0,399999
6354574136,F,1712785455,1713078702.0,400000
6354574136,F,1713078702,1713107539.0,400000
6354574136,F,1713107539,,400000
9758406428,B,1696257220,1700240080.0,341400
9758406428,E,1700240080,1709609804.0,374698
9758406428,E,1709609804,1709635177.0,395961
9758406428,E,1709635177,,395961
3538484067,F,1709244137,1710313117.0,398287
3538484067,F,1710313117,,398287
9551388512,F,1708254469,1708255677.0,399996
9551388512,F,1708255677,1710051748.0,399998
9551388512,F,1710051748,1711377017.0,399999
9551388512,F,1711377017,,399999
8059098264,F,1709247894,1712684884.0,399748
8059098264,F,1712684884,1713049230.0,399923
8059098264,F,1713049230,,399923
6501986647,F,1709251171,1712678540.0,396427
6501986647,F,1712678540,1712683137.0,397019
6501986647,F,1712683137,1712773865.0,399433
6501986647,F,1712773865,,399433
8056437886,F,1706788849,1710350034.0,326674
8056437886,F,1710350034,1711938999.0,345799
8056437886,F,1711938999,1712347331.0,388887
8056437886,F,1712347331,,388887
5561714221,F,1709234983,1710150091.0,399898
5561714221,F,1710150091,,399898
8414766367,F,1706574399,1711208442.0,339573
8414766367,F,1711208442,1712823981.0,346255
8414766367,F,1712823981,1713093553.0,348582
8414766367,F,1713093553,,348582
3855172373,F,1709233499,1712934029.0,399938
3855172373,F,1712934029,1713087777.0,399972
3855172373,F,1713087777,,399972
500754697,F,1709125759,1709541719.0,399484
500754697,F,1709541719,1711321377.0,399817
500754697,F,1711321377,,399817
2596697421,F,1694074382,1707256255.0,325914
2596697421,F,1707256255,1711067441.0,383119
2596697421,F,1711067441,,383119
9242480471,F,1709126842,1711298422.0,398192
9242480471,F,1711298422,,398192
1832765242,F,1709251039,1710273527.0,399938
1832765242,F,1710273527,,399938
6850721299,F,1709248703,1712963328.0,399995
6850721299,F,1712963328,1713097133.0,399996
6850721299,F,1713097133,1713105330.0,400000
6850721299,F,1713105330,,400000
6073718578,F,1709018681,1711701943.0,399990
6073718578,F,1711701943,1712238990.0,399996
6073718578,F,1712238990,,399996
4895907082,F,1708573169,1710204234.0,399972
4895907082,F,1710204234,,399972
8553061368,F,1709106911,1710555553.0,399393
8553061368,F,1710555553,1712218651.0,399856
8553061368,F,1712218651,,399856
3978760856,F,1708800759,1711136173.0,392308
3978760856,F,1711136173,1712916023.0,392407
3978760856,F,1712916023,1712980739.0,399113
3978760856,F,1712980739,,399113
3896823280,F,1709251191,1710650259.0,399985
3896823280,F,1710650259,1713009917.0,399990
3896823280,F,1713009917,,399990
426702001,F,1709248953,1711797362.0,394159
426702001,F,1711797362,,394159
6782512354,F,1709233040,1709258669.0,398994
6782512354,F,1709258669,1712896627.0,399009
6782512354,F,1712896627,,399009
421948959,F,1709234493,1710020734.0,293320
421948959,F,1710020734,1710512060.0,319156
421948959,F,1710512060,1712642141.0,382317
421948959,F,1712642141,,382317
9270423823,F,1709245427,1711547602.0,399890
9270423823,F,1711547602,1712798999.0,399946
9270423823,F,1712798999,,399946
494077804,F,1709246178,1711544154.0,399974
494077804,F,1711544154,1711962372.0,399983
494077804,F,1711962372,1712108629.0,399996
494077804,F,1712108629,,399996
517231547,F,1707744908,1710024223.0,399998
517231547,F,1710024223,1711103893.0,399999
517231547,F,1711103893,,399999
6162487259,F,1706762544,1710053139.0,399816
6162487259,F,1710053139,,399816
3570372981,F,1709163512,1709677974.0,399903
3570372981,F,1709677974,1709768429.0,399942
3570372981,F,1709768429,1711198501.0,400000
3570372981,F,1711198501,,400000
4279737813,F,1709108320,1712053994.0,397676
4279737813,F,1712053994,1712511813.0,398343
4279737813,F,1712511813,,398343
2625182319,F,1709240383,1710552116.0,400000
2625182319,F,1710552116,1710622842.0,400000
2625182319,F,1710622842,,400000
190552351,E,1704017837,1711492480.0,332354
190552351,F,1711492480,1712955381.0,354302
190552351,F,1712955381,1713033424.0,367945
190552351,F,1713033424,,367945
3043462354,C,1651729271,1699587546.0,367038
3043462354,F,1699587546,1704823731.0,387007
3043462354,F,1704823731,1706231978.0,391717
6472703464,F,1709251099,1711237234.0,399997
6472703464,F,1711237234,1712982283.0,399999
6472703464,F,1712982283,,399999
3415077283,F,1709244085,1710648372.0,399987
3415077283,F,1710648372,,399987
2565962501,F,1709221607,1710981873.0,399979
2565962501,F,1710981873,,399979
9730841533,F,1698979986,1707640786.0,398375
9730841533,F,1707640786,1712001602.0,398902
9730841533,F,1712001602,,398902
9978039905,F,1709024659,1710668068.0,399333
9978039905,F,1710668068,1711844651.0,399881
9978039905,F,1711844651,,399881
7048371932,F,1708283016,1708773965.0,399139
7048371932,F,1708773965,1712065656.0,399818
7048371932,F,1712065656,,399818
3919862995,F,1709229669,1711918134.0,399513
3919862995,F,1711918134,,399513
7645754035,F,1708801094,1710182821.0,398306
7645754035,F,1710182821,,398306
1214602773,F,1701105946,1708501336.0,391993
1214602773,F,1708501336,1712819286.0,397304
1214602773,F,1712819286,1713081385.0,397878
1214602773,F,1713081385,,397878
7520757933,F,1708914013,1711024167.0,399906
7520757933,F,1711024167,,399906
9019501413,F,1709035760,1710934491.0,399974
9019501413,F,1710934491,,399974
7184595180,F,1709216542,1709238072.0,399998
7184595180,F,1709238072,,399998
2142426477,F,1709251177,1711188535.0,398097
2142426477,F,1711188535,1712373182.0,399072
2142426477,F,1712373182,1712570203.0,399472
2142426477,F,1712570203,,399472
6075089356,D,1695559781,1710610382.0,393619
6075089356,F,1710610382,1711260681.0,399700
6075089356,F,1711260681,1711305659.0,399982
6075089356,F,1711305659,,399982
7094087809,F,1708730076,1709090404.0,398377
7094087809,F,1709090404,1710868072.0,399343
7094087809,F,1710868072,,399343
6357513897,F,1709250979,1709736335.0,399989
6357513897,F,1709736335,1711010877.0,399989
6357513897,F,1711010877,1712176208.0,399993
6357513897,F,1712176208,,399993
8083779558,F,1707561866,1711691420.0,351840
8083779558,F,1711691420,,351840
8760004262,F,1709142286,1712771846.0,399948
8760004262,F,1712771846,,399948
2675837561,F,1706523087,1711638115.0,170318
2675837561,F,1711638115,,170318
678451814,F,1709250231,1712104629.0,399999
678451814,F,1712104629,1712185485.0,400000
678451814,F,1712185485,,400000
342757274,F,1708409080,1712180473.0,379044
342757274,F,1712180473,,379044
6764370949,F,1709250775,1709338443.0,397434
6764370949,F,1709338443,1710148993.0,399040
6764370949,F,1710148993,,399040
1439584951,F,1709087953,1711870323.0,399506
1439584951,F,1711870323,,399506
2775401126,F,1709206111,1713038316.0,399915
2775401126,F,1713038316,,399915
6873053877,F,1669474429,1712180383.0,395874
6873053877,F,1712180383,1712922462.0,398162
6873053877,F,1712922462,1713058687.0,398914
6873053877,F,1713058687,,398914
4744071048,F,1709250945,1712877880.0,372797
4744071048,F,1712877880,1713135170.0,385337
4744071048,F,1713135170,,385337
4948573720,F,1707210856,1708845520.0,394464
4948573720,F,1708845520,1711577219.0,396931
4948573720,F,1711577219,,396931
9268680661,F,1709249984,1711419761.0,397371
9268680661,F,1711419761,,397371
8598619713,F,1661823062,1697550269.0,281155
8598619713,F,1697550269,1699088417.0,387582
8598619713,F,1699088417,,387582
679692718,F,1709246053,1710045624.0,399975
679692718,F,1710045624,,399975
8136270147,F,1708884746,1711624132.0,345116
8136270147,F,1711624132,1712163146.0,377007
8136270147,F,1712163146,1712563810.0,392216
8136270147,F,1712563810,,392216
2771763561,F,1701000039,1703948991.0,395391
2771763561,F,1703948991,1706560588.0,399073
2771763561,F,1706560588,1708576490.0,399700
2771763561,F,1708576490,,399700
7383291965,F,1708956516,1711396732.0,399996
7383291965,F,1711396732,,399996
4369318343,F,1709238613,1711159158.0,399677
4369318343,F,1711159158,,399677
351738170,F,1709251163,1712381610.0,399992
351738170,F,1712381610,1712798272.0,399997
351738170,F,1712798272,,399997
3638661206,F,1709127555,1710282086.0,398175
3638661206,F,1710282086,1711123167.0,399438
3638661206,F,1711123167,,399438
6380145998,F,1709247976,1711661621.0,399916
6380145998,F,1711661621,1711972587.0,399987
6380145998,F,1711972587,1712844614.0,399991
6380145998,F,1712844614,,399991
8812415820,F,1709131623,1709453294.0,399727
8812415820,F,1709453294,,399727
6164114068,F,1709251100,1712769886.0,399996
6164114068,F,1712769886,1713054977.0,399999
6164114068,F,1713054977,1713067633.0,400000
6164114068,F,1713067633,,400000
3020966442,E,1700902719,1703075327.0,399533
3020966442,F,1703075327,1706237180.0,399617
3020966442,F,1706237180,1710916799.0,399690
3020966442,F,1710916799,,399690
5552186615,F,1708386960,1712589520.0,399782
5552186615,F,1712589520,1713021319.0,399957
5552186615,F,1713021319,1713078289.0,399992
5552186615,F,1713078289,,399992
9582599275,F,1709239945,1709713641.0,396269
9582599275,F,1709713641,,396269
7424872698,F,1709250960,1710288055.0,382338
7424872698,F,1710288055,1710998646.0,395509
7424872698,F,1710998646,1712528180.0,399605
7424872698,F,1712528180,,399605
7501654684,F,1709250525,1710264018.0,400000
7501654684,F,1710264018,,400000
1899395813,F,1705724706,1709812117.0,399387
1899395813,F,1709812117,1710383964.0,399981
1899395813,F,1710383964,1712069493.0,399983
1899395813,F,1712069493,,399983
9230549419,F,1709207981,1711224232.0,363131
9230549419,F,1711224232,1713022269.0,393845
9230549419,F,1713022269,,393845
5718142830,F,1709250876,1710182687.0,399994
5718142830,F,1710182687,1712310933.0,399997
5718142830,F,1712310933,1712551479.0,399997
5718142830,F,1712551479,,399997
7841876249,F,1709189428,1712137019.0,399913
7841876249,F,1712137019,1712162822.0,399956
7841876249,F,1712162822,1712813259.0,399960
7841876249,F,1712813259,,399960
4021012971,F,1709035695,1709068712.0,399644
4021012971,F,1709068712,1712394277.0,399727
4021012971,F,1712394277,,399727
547052823,F,1708386483,1711924287.0,388481
547052823,F,1711924287,,388481
9893556520,F,1709250334,1709523078.0,399544
9893556520,F,1709523078,1712539182.0,399998
9893556520,F,1712539182,,399998
2258290808,F,1709218134,1709340633.0,400000
2258290808,F,1709340633,,400000
944783171,F,1708504881,1712872063.0,392430
944783171,F,1712872063,,392430
16342200,F,1704348261,1712696605.0,322827
16342200,F,1712696605,1712799408.0,393559
16342200,F,1712799408,1712870944.0,394518
16342200,F,1712870944,,394518
8912933553,F,1709250206,1713108845.0,399956
8912933553,F,1713108845,1713121741.0,399981
8912933553,F,1713121741,,399981
8957509497,F,1709186260,1711053915.0,396283
8957509497,F,1711053915,1711566586.0,397375
8957509497,F,1711566586,,397375
8567792456,F,1697194957,1709483042.0,393552
8567792456,F,1709483042,,393552
5526330794,F,1698959587,1708896867.0,362019
5526330794,F,1708896867,1712036605.0,363964
5526330794,F,1712036605,,363964
4561558798,D,1706794481,1711997451.0,399386
4561558798,D,1711997451,,399386
4987493297,F,1706405704,1706588790.0,399194
4987493297,F,1706588790,1712346375.0,399223
4987493297,F,1712346375,,399223
1113818282,F,1709055552,1711583659.0,387428
1113818282,F,1711583659,1712309727.0,391215
1113818282,F,1712309727,1712431585.0,392282
1113818282,F,1712431585,,392282
293198337,F,1709170358,1710110926.0,399952
293198337,F,1710110926,1712033280.0,399992
293198337,F,1712033280,,399992
1799853812,F,1690711696,1693989429.0,396012
1799853812,F,1693989429,1703700048.0,396576
1799853812,F,1703700048,,396576
3717929903,E,1678793692,1709489518.0,389955
3717929903,E,1709489518,,389955
3375403399,F,1709124780,1710475103.0,399999
3375403399,F,1710475103,1712676423.0,399999
3375403399,F,1712676423,1712881933.0,400000
3375403399,F,1712881933,,400000
2706163251,F,1708878330,1709686106.0,399954
2706163251,F,1709686106,1710557831.0,399961
2706163251,F,1710557831,,399961
5570884596,F,1709250944,1711283918.0,400000
5570884596,F,1711283918,1711332075.0,400000
5570884596,F,1711332075,,400000
2374724383,B,1690074686,1700374741.0,333922
2374724383,B,1700374741,,333922
231305120,F,1694284891,1707680228.0,398074
231305120,F,1707680228,1711166459.0,399887
231305120,F,1711166459,1712392383.0,399931
231305120,F,1712392383,,399931
5810108043,E,1709078676,1711853466.0,378310
5810108043,E,1711853466,1712756946.0,389507
5810108043,F,1712756946,1713017731.0,393533
5810108043,F,1713017731,,393533
848435735,F,1709189811,1710799416.0,398571
848435735,F,1710799416,,398571
9056528856,E,1703456144,1706564844.0,399942
9056528856,E,1706564844,1712605109.0,399955
9056528856,F,1712605109,1712954707.0,399987
9056528856,F,1712954707,,399987
2740503231,F,1698236894,1701803496.0,395805
2740503231,F,1701803496,,395805
8648000536,F,1709225700,1709790675.0,399973
8648000536,F,1709790675,1712498812.0,399992
631932161,F,1709201145,1711551119.0,399999
631932161,F,1711551119,,399999
272476203,E,1707657524,1709033775.0,391321
272476203,E,1709033775,1712697025.0,394730
272476203,E,1712697025,,394730
7617805790,E,1707577998,1711390850.0,394621
7617805790,E,1711390850,1712676885.0,397563
7617805790,F,1712676885,1712806124.0,398358
7617805790,F,1712806124,,398358
5654151946,F,1706069225,1711010119.0,398647
5654151946,F,1711010119,,398647
7172699928,F,1709249290,1710086330.0,399986
7172699928,F,1710086330,1711359656.0,399990
7172699928,F,1711359656,1712434280.0,399998
7172699928,F,1712434280,,399998
3129466091,F,1709007764,1711052772.0,399615
3129466091,F,1711052772,,399615
5689117745,F,1705684364,1709770003.0,394635
5689117745,F,1709770003,1712617294.0,395165
5689117745,F,1712617294,,395165
695668853,F,1709201292,1712529589.0,399362
695668853,F,1712529589,1712596248.0,399568
695668853,F,1712596248,1712773463.0,399639
695668853,F,1712773463,,399639
1832694341,F,1699874490,1712743615.0,326526
1832694341,F,1712743615,,326526
3192836903,F,1709229463,1712344031.0,398227
3192836903,F,1712344031,1712600324.0,398755
3192836903,F,1712600324,,398755
5450030172,E,1672007807,1711158233.0,358751
5450030172,E,1711158233,1712411397.0,369070
5450030172,F,1712411397,1712466180.0,391880
5450030172,F,1712466180,,391880
8224855309,F,1709247400,1710430208.0,399999
8224855309,F,1710430208,1712908662.0,399999
8224855309,F,1712908662,,399999
7191876865,F,1709107776,1709612858.0,399982
7191876865,F,1709612858,1712978283.0,399983
7191876865,F,1712978283,,399983
9013038435,D,1703712998,1712567575.0,320241
9013038435,D,1712567575,1712636850.0,390515
9013038435,D,1712636850,,390515
1104980884,F,1709160283,1710066153.0,399675
1104980884,F,1710066153,1711930588.0,399756
1104980884,F,1711930588,1711972438.0,399874
1104980884,F,1711972438,,399874
3765822495,F,1709250888,1709466005.0,399731
3765822495,F,1709466005,,399731
7473677869,F,1679542870,1690362925.0,334403
7473677869,F,1690362925,,334403
1779359423,F,1707882459,1709186735.0,385799
1779359423,F,1709186735,1709607045.0,389615
1779359423,F,1709607045,,389615
3644048941,F,1709247395,1710143657.0,399998
3644048941,F,1710143657,,399998
4412928758,E,1704319327,1708677121.0,391357
4412928758,E,1708677121,,391357
5760986515,F,1708984902,1713067950.0,396747
5760986515,F,1713067950,,396747
8597304329,F,1709137310,1709288343.0,395803
8597304329,F,1709288343,1709352561.0,398509
8597304329,F,1709352561,,398509
7906295792,F,1709248755,1712260154.0,399956
7906295792,F,1712260154,,399956
4415430833,F,1709250476,1711911196.0,399986
4415430833,F,1711911196,1712934709.0,399998
4415430833,F,1712934709,1713041376.0,399998
4415430833,F,1713041376,,399998
7074553378,F,1707214022,1707596260.0,392653
7074553378,F,1707596260,1709495993.0,394306
7074553378,F,1709495993,,394306
4702449428,F,1704607458,1708077054.0,392341
4702449428,F,1708077054,1711477226.0,396293
4702449428,F,1711477226,,396293
8669220780,F,1709237846,1712893286.0,380291
8669220780,F,1712893286,,380291
2675786149,E,1694857359,1703113956.0,287177
2675786149,E,1703113956,,287177
79859694,F,1708916494,1712020327.0,388403
79859694,F,1712020327,1712162781.0,398045
79859694,F,1712162781,,398045
8327634579,F,1709169608,1712748585.0,399707
8327634579,F,1712748585,1712901086.0,399945
8327634579,F,1712901086,,399945
9610070858,D,1708377101,1708517925.0,399883
9610070858,D,1708517925,,399883
1203727803,F,1709242204,1712770622.0,399979
1203727803,F,1712770622,,399979
189405785,F,1709187657,1712059898.0,399995
189405785,F,1712059898,1712824021.0,399997
189405785,F,1712824021,1713072937.0,399999
189405785,F,1713072937,,399999
1200016053,F,1708977523,1709159835.0,399834
1200016053,F,1709159835,,399834
68811354,F,1703422943,1707940700.0,202713
68811354,F,1707940700,,202713
2037890023,E,1706215965,1709557934.0,331231
2037890023,E,1709557934,,331231
3469008971,F,1709248235,1711445049.0,399498
3469008971,F,1711445049,1712420770.0,399700
3469008971,F,1712420770,,399700
57454453,E,1703194291,1707900369.0,390451
57454453,E,1707900369,,390451
4316432430,F,1702858433,1703234381.0,399318
4316432430,F,1703234381,1704744198.0,399365
4316432430,F,1704744198,,399365
3579531560,F,1708786474,1709149659.0,399999
3579531560,F,1709149659,,399999
7239837297,F,1709250817,1711651834.0,399932
7239837297,F,1711651834,1711894905.0,399988
7239837297,F,1711894905,1712511198.0,399992
7239837297,F,1712511198,,399992
302099414,E,1707218431,1711879677.0,348437
302099414,E,1711879677,,348437
4482943180,F,1709250442,1711810213.0,399984
4482943180,F,1711810213,1712137329.0,400000
4482943180,F,1712137329,,400000
3667568153,E,1708661312,1709546366.0,374059
3667568153,F,1709546366,1711395966.0,383014
3667568153,F,1711395966,1711490172.0,385721
3667568153,F,1711490172,,385721
7596651266,F,1709250542,1712710739.0,373902
7596651266,F,1712710739,,373902
9577585174,F,1709216427,1711917455.0,399579
9577585174,F,1711917455,1713138546.0,399681
9577585174,F,1713138546,,399681
8119449321,F,1709207819,1709610931.0,393225
8119449321,F,1709610931,,393225
9660494918,D,1701406269,1705694630.0,396656
9660494918,E,1705694630,1708305786.0,398148
9660494918,F,1708305786,1709865462.0,399186
9660494918,F,1709865462,,399186
727525829,F,1707684185,1709256139.0,399989
727525829,F,1709256139,,399989
9273303309,F,1703283435,1712889378.0,398796
9273303309,F,1712889378,,398796
4888968800,F,1708824432,1709787291.0,399996
4888968800,F,1709787291,,399996
2726613925,F,1709250167,1711061161.0,399679
2726613925,F,1711061161,,399679
7689501081,D,1675258951,1686793410.0,138745
7689501081,E,1686793410,1697647943.0,219855
7689501081,F,1697647943,1710019730.0,387792
7689501081,F,1710019730,,387792
5104555991,F,1709228963,1712662042.0,399791
5104555991,F,1712662042,1712786767.0,399913
5104555991,F,1712786767,1713096431.0,399972
5104555991,F,1713096431,,399972
7892145223,B,1690783656,1703920417.0,349947
7892145223,E,1703920417,1710466024.0,355184
7892145223,F,1710466024,1710761175.0,393999
7892145223,F,1710761175,,393999
8428021968,F,1703599730,1705493288.0,361822
8428021968,F,1705493288,,361822
6834493348,F,1707598961,1707802852.0,399282
